Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
"tolong dong buat paylaternya bisa dipisahin bayarnya, atau bisa dicicil perhari kaya aplikasi sebelah, biar enak bayarnya, ini kalo disatuin jadi agak berat pas tenggat waktunya😡 jadi kalo mau bayar duluan yg satu harus nungguin dulu yg lainnya, jelek banget sumpah fitur paylater disini👎🏻👎🏻",tolong dong buat paylaternya bisa dipisahin bayarnya atau bisa dicicil perhari kaya aplikasi sebelah biar enak bayarnya kalo disatuin jadi agak berat tenggat waktunya jadi kalo bayar duluan satu harus nungguin dulu lainnya jelek banget sumpah fitur paylater disini,tolong dong buat paylaternya bisa dipisahin bayarnya atau bisa dicicil perhari kayak aplikasi sebelah biar enak bayarnya kalau disatuin jadi agak berat tenggat waktunya jadi kalau bayar duluan satu harus menunggu dulu lainnya jelek banget sumpah fitur paylater disini,"['tolong', 'dong', 'buat', 'paylaternya', 'bisa', 'dipisahin', 'bayarnya', 'atau', 'bisa', 'dicicil', 'perhari', 'kayak', 'aplikasi', 'sebelah', 'biar', 'enak', 'bayarnya', 'kalau', 'disatuin', 'jadi', 'agak', 'berat', 'tenggat', 'waktunya', 'jadi', 'kalau', 'bayar', 'duluan', 'satu', 'harus', 'menunggu', 'dulu', 'lainnya', 'jelek', 'banget', 'sumpah', 'fitur', 'paylater', 'disini']","['tolong', 'paylaternya', 'dipisahin', 'bayarnya', 'dicicil', 'perhari', 'kayak', 'aplikasi', 'sebelah', 'biar', 'enak', 'bayarnya', 'disatuin', 'berat', 'tenggat', 'bayar', 'duluan', 'menunggu', 'jelek', 'banget', 'sumpah', 'fitur', 'paylater']",tolong paylaternya dipisahin bayar cicil hari kayak aplikasi belah biar enak bayar disatuin berat tenggat bayar duluan tunggu jelek banget sumpah fitur paylater
pengiriman dlu lebih bagus cuman butuh 1 minggu skrg dkat aja sampai 2 mingguan lebih dsni,pengiriman lebih bagus cuman butuh minggu skrg dkat sampai mingguan lebih dsni,pengiriman lebih bagus cuman butuh minggu sekarang dkat sampai mingguan lebih disini,"['pengiriman', 'lebih', 'bagus', 'cuman', 'butuh', 'minggu', 'sekarang', 'dkat', 'sampai', 'mingguan', 'lebih', 'disini']","['pengiriman', 'bagus', 'cuman', 'butuh', 'minggu', 'dkat', 'mingguan']",kirim bagus cuman butuh minggu dkat minggu
Bagus Banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
"sdh saya hubungi untuk update terbaru nya nunggu jatuh tempo, skrg sdh update terbaru tetap aja transaksi lama saya masih ada yg asli nya semua tagihan saya sdh lunas semua karena sebelum nya saya ngajukan semua tagihan saya yg berjumlah 290.100 pindah ke bentuk cicilan belum di acc/aproved, setelah saya bayar semua tagihan saya yg berjumlah 290.100 akhir nya gk kebaca karena semua tagihan pindah ke bentuk cicilan ..",saya hubungi untuk update terbaru nunggu jatuh tempo skrg update terbaru tetap transaksi lama saya masih asli semua tagihan saya lunas semua karena sebelum saya ngajukan semua tagihan saya berjumlah  pindah bentuk cicilan belum accaproved setelah saya bayar semua tagihan saya berjumlah  akhir kebaca karena semua tagihan pindah bentuk cicilan,saya hubungi untuk update terbaru menunggu jatuh tempo sekarang update terbaru tetap transaksi lama saya masih asli semua tagihan saya lunas semua karena sebelum saya ngajukan semua tagihan saya berjumlah pindah bentuk cicilan belum accaproved setelah saya bayar semua tagihan saya berjumlah akhir kebaca karena semua tagihan pindah bentuk cicilan,"['saya', 'hubungi', 'untuk', 'update', 'terbaru', 'menunggu', 'jatuh', 'tempo', 'sekarang', 'update', 'terbaru', 'tetap', 'transaksi', 'lama', 'saya', 'masih', 'asli', 'semua', 'tagihan', 'saya', 'lunas', 'semua', 'karena', 'sebelum', 'saya', 'ngajukan', 'semua', 'tagihan', 'saya', 'berjumlah', 'pindah', 'bentuk', 'cicilan', 'belum', 'accaproved', 'setelah', 'saya', 'bayar', 'semua', 'tagihan', 'saya', 'berjumlah', 'akhir', 'kebaca', 'karena', 'semua', 'tagihan', 'pindah', 'bentuk', 'cicilan']","['hubungi', 'update', 'terbaru', 'menunggu', 'jatuh', 'tempo', 'update', 'terbaru', 'transaksi', 'asli', 'tagihan', 'lunas', 'ngajukan', 'tagihan', 'pindah', 'bentuk', 'cicilan', 'accaproved', 'bayar', 'tagihan', 'kebaca', 'tagihan', 'pindah', 'bentuk', 'cicilan']",hubung update baru tunggu jatuh tempo update baru transaksi asli tagih lunas ngajukan tagih pindah bentuk cicil accaproved bayar tagih baca tagih pindah bentuk cicil
sngat praktis dan mudah,sngat praktis mudah,sngat praktis mudah,"['sngat', 'praktis', 'mudah']","['sngat', 'praktis', 'mudah']",sngat praktis mudah
suka sekali,suka sekali,suka sekali,"['suka', 'sekali']",['suka'],suka
simpel enak gak ribet pkoknya pake aplikasi ini,simpel enak ribet pkoknya pake aplikasi,simpel enak ribet pokoknya pakai aplikasi,"['simpel', 'enak', 'ribet', 'pokoknya', 'pakai', 'aplikasi']","['simpel', 'enak', 'ribet', 'pokoknya', 'pakai', 'aplikasi']",simpel enak ribet pokok pakai aplikasi
"shopee knpa skrg pengirimannya lama bgt ga kaya aplikasi yg sebelah, kayanya hrus cantumin no kurir juga di status pengirimanya biar membantu kaya apliksi yg sebelah",shopee knpa skrg pengirimannya lama kaya aplikasi sebelah kayanya hrus cantumin kurir juga status pengirimanya biar membantu kaya apliksi sebelah,shopee kenapa sekarang pengirimannya lama kayak aplikasi sebelah kayanya harus cantumin kurir juga status pengirimanya biar membantu kayak apliksi sebelah,"['shopee', 'kenapa', 'sekarang', 'pengirimannya', 'lama', 'kayak', 'aplikasi', 'sebelah', 'kayanya', 'harus', 'cantumin', 'kurir', 'juga', 'status', 'pengirimanya', 'biar', 'membantu', 'kayak', 'apliksi', 'sebelah']","['shopee', 'pengirimannya', 'kayak', 'aplikasi', 'sebelah', 'kayanya', 'cantumin', 'kurir', 'status', 'pengirimanya', 'biar', 'membantu', 'kayak', 'apliksi', 'sebelah']",shopee kirim kayak aplikasi belah kaya cantumin kurir status pengirimanya biar bantu kayak apliksi belah
shopipay is oke gratis TF kesemua Bank,shopipay gratis kesemua bank,shopipay gratis kesemua bank,"['shopipay', 'gratis', 'kesemua', 'bank']","['shopipay', 'gratis', 'kesemua', 'bank']",shopipay gratis semua bank
sangat bersukur,sangat bersukur,sangat bersukur,"['sangat', 'bersukur']",['bersukur'],bersukur
bagus sekali aplikasinya,bagus sekali aplikasinya,bagus sekali aplikasinya,"['bagus', 'sekali', 'aplikasinya']","['bagus', 'aplikasinya']",bagus aplikasi
Mantap.. bagus praktis..,mantap bagus praktis,mantap bagus praktis,"['mantap', 'bagus', 'praktis']","['mantap', 'bagus', 'praktis']",mantap bagus praktis
useable.. good,useable good,useable good,"['useable', 'good']","['useable', 'good']",useable good
semakin kesini semakin gak jelas,semakin kesini semakin jelas,semakin kesini semakin jelas,"['semakin', 'kesini', 'semakin', 'jelas']",['kesini'],kesini
"cepat mudah,,kirim uang kebank manapun gratis",cepat mudahkirim uang kebank manapun gratis,cepat mudahkirim uang kebank manapun gratis,"['cepat', 'mudahkirim', 'uang', 'kebank', 'manapun', 'gratis']","['cepat', 'mudahkirim', 'uang', 'kebank', 'manapun', 'gratis']",cepat mudahkirim uang bank mana gratis
ashiaapppp,ashiaapppp,ashiaapppp,['ashiaapppp'],['ashiaapppp'],ashiaapppp
gampang gampang susah,gampang gampang susah,gampang gampang susah,"['gampang', 'gampang', 'susah']","['gampang', 'gampang', 'susah']",gampang gampang susah
yg mau pake paylaternya mending kaga ush instal ni apk kaga bener bikin rusak nama kalian di bi cek,pake paylaternya mending kaga instal kaga bener bikin rusak nama kalian,pakai paylaternya mending kagak instal kagak benar bikin rusak nama kalian,"['pakai', 'paylaternya', 'mending', 'kagak', 'instal', 'kagak', 'benar', 'bikin', 'rusak', 'nama', 'kalian']","['pakai', 'paylaternya', 'mending', 'kagak', 'instal', 'kagak', 'bikin', 'rusak', 'nama']",pakai paylaternya mending kagak instal kagak bikin rusak nama
"mantap, sukses terus shope pay...",mantap sukses terus shope,mantap sukses terus shope,"['mantap', 'sukses', 'terus', 'shope']","['mantap', 'sukses', 'shope']",mantap sukses shope
saya mau koin,saya koin,saya koin,"['saya', 'koin']",['koin'],koin
shopee pay selain sebagai alat pembayaran shopee bisa juga digunakan untuk berdonasi sosial...terimakasih ShopeePay,shopee selain sebagai alat pembayaran shopee bisa juga digunakan untuk berdonasi sosialterimakasih shopeepay,shopee selain sebagai alat pembayaran shopee bisa juga digunakan untuk berdonasi sosialterimakasih shopeepay,"['shopee', 'selain', 'sebagai', 'alat', 'pembayaran', 'shopee', 'bisa', 'juga', 'digunakan', 'untuk', 'berdonasi', 'sosialterimakasih', 'shopeepay']","['shopee', 'alat', 'pembayaran', 'shopee', 'berdonasi', 'sosialterimakasih', 'shopeepay']",shopee alat bayar shopee donasi sosialterimakasih shopeepay
aplikasi payah mau bayar aja loading nya setaun,aplikasi payah bayar loading setaun,aplikasi payah bayar loading setaun,"['aplikasi', 'payah', 'bayar', 'loading', 'setaun']","['aplikasi', 'payah', 'bayar', 'loading', 'setaun']",aplikasi payah bayar loading taun
shopeepay dompet digital serba guna,shopeepay dompet digital serba guna,shopeepay dompet digital serba guna,"['shopeepay', 'dompet', 'digital', 'serba', 'guna']","['shopeepay', 'dompet', 'digital', 'serba']",shopeepay dompet digital serba
aplikasi yg sangat membantu 👍,aplikasi sangat membantu,aplikasi sangat membantu,"['aplikasi', 'sangat', 'membantu']","['aplikasi', 'membantu']",aplikasi bantu
kecewa tagihan spaylater saya lunas tapi malah di bekukan,kecewa tagihan spaylater saya lunas tapi malah bekukan,kecewa tagihan spaylater saya lunas tapi malah bekukan,"['kecewa', 'tagihan', 'spaylater', 'saya', 'lunas', 'tapi', 'malah', 'bekukan']","['kecewa', 'tagihan', 'spaylater', 'lunas', 'bekukan']",kecewa tagih spaylater lunas beku
ribet kalo ada masalah shoppe,ribet kalo masalah shoppe,ribet kalau masalah shoppe,"['ribet', 'kalau', 'masalah', 'shoppe']","['ribet', 'shoppe']",ribet shoppe
"Hati hati lakukan transfer via shopee krn uangnya lama masuk..... saya transfer dari tgl 31 OKT sampe saat ini tgl 01 nov belum masuk...... Dengan alasan yg tidak masuk akal ""ada perbaikan sistem bank tujuan transfer""",hati hati lakukan transfer shopee uangnya lama masuk saya transfer dari sampe saat belum masuk dengan alasan tidak masuk akal perbaikan sistem bank tujuan transfer,hati hati lakukan transfer shopee uangnya lama masuk saya transfer dari sampai saat belum masuk dengan alasan tidak masuk akal perbaikan sistem bank tujuan transfer,"['hati', 'hati', 'lakukan', 'transfer', 'shopee', 'uangnya', 'lama', 'masuk', 'saya', 'transfer', 'dari', 'sampai', 'saat', 'belum', 'masuk', 'dengan', 'alasan', 'tidak', 'masuk', 'akal', 'perbaikan', 'sistem', 'bank', 'tujuan', 'transfer']","['hati', 'hati', 'lakukan', 'transfer', 'shopee', 'uangnya', 'masuk', 'transfer', 'masuk', 'alasan', 'masuk', 'akal', 'perbaikan', 'sistem', 'bank', 'tujuan', 'transfer']",hati hati laku transfer shopee uang masuk transfer masuk alas masuk akal baik sistem bank tuju transfer
ok.sekli program seprti ini bisa meringankan segala macm kebutuhan sehari hari di mn kita berada.,oksekli program seprti bisa meringankan segala macm kebutuhan sehari hari kita berada,oksekli program seprti bisa meringankan segala macm kebutuhan sehari hari kita berada,"['oksekli', 'program', 'seprti', 'bisa', 'meringankan', 'segala', 'macm', 'kebutuhan', 'sehari', 'hari', 'kita', 'berada']","['oksekli', 'program', 'seprti', 'meringankan', 'macm', 'kebutuhan', 'sehari']",oksekli program seprti ringan macm butuh hari
"gratis biaya adminnya oke, sayangnya kalau transaksi suka memotong voucher otomatis walaupun sudah di klik tidak mau digunakan",gratis biaya adminnya sayangnya kalau transaksi suka memotong voucher otomatis walaupun sudah klik tidak digunakan,gratis biaya adminnya sayangnya kalau transaksi suka memotong voucher otomatis walaupun sudah klik tidak digunakan,"['gratis', 'biaya', 'adminnya', 'sayangnya', 'kalau', 'transaksi', 'suka', 'memotong', 'voucher', 'otomatis', 'walaupun', 'sudah', 'klik', 'tidak', 'digunakan']","['gratis', 'biaya', 'adminnya', 'sayangnya', 'transaksi', 'suka', 'memotong', 'voucher', 'otomatis', 'klik']",gratis biaya adminnya sayang transaksi suka potong voucher otomatis klik
sangat membantu sekali👍,sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']",['membantu'],bantu
"Alhamdulillah terbantu sekali dgn aplikasi ini, untuk keperluan sekolah dan kebutuhan rumah tangga",alhamdulillah terbantu sekali aplikasi untuk keperluan sekolah kebutuhan rumah tangga,alhamdulillah terbantu sekali aplikasi untuk keperluan sekolah kebutuhan rumah tangga,"['alhamdulillah', 'terbantu', 'sekali', 'aplikasi', 'untuk', 'keperluan', 'sekolah', 'kebutuhan', 'rumah', 'tangga']","['alhamdulillah', 'terbantu', 'aplikasi', 'keperluan', 'sekolah', 'kebutuhan', 'rumah', 'tangga']",alhamdulillah bantu aplikasi perlu sekolah butuh rumah tangga
sejauh ini bagus,sejauh bagus,sejauh bagus,"['sejauh', 'bagus']",['bagus'],bagus
mrnyenangkan,mrnyenangkan,mrnyenangkan,['mrnyenangkan'],['mrnyenangkan'],mrnyenangkan
"awalnya saya ragu , kuatir terlalu ribet tapi ternyata sangat mudah dan nyaman 👍",awalnya saya ragu kuatir terlalu ribet tapi ternyata sangat mudah nyaman,awalnya saya ragu kuatir terlalu ribet tapi ternyata sangat mudah nyaman,"['awalnya', 'saya', 'ragu', 'kuatir', 'terlalu', 'ribet', 'tapi', 'ternyata', 'sangat', 'mudah', 'nyaman']","['ragu', 'kuatir', 'ribet', 'mudah', 'nyaman']",ragu kuatir ribet mudah nyaman
semoga spaylater saya bisa digunakan .. saya punya limit tpi tidak bisa menggunakan shoppepaylater,semoga spaylater saya bisa digunakan saya punya limit tidak bisa menggunakan shoppepaylater,semoga spaylater saya bisa digunakan saya punya limit tidak bisa menggunakan shoppepaylater,"['semoga', 'spaylater', 'saya', 'bisa', 'digunakan', 'saya', 'punya', 'limit', 'tidak', 'bisa', 'menggunakan', 'shoppepaylater']","['semoga', 'spaylater', 'limit', 'shoppepaylater']",moga spaylater limit shoppepaylater
sanggar senang,sanggar senang,sanggar senang,"['sanggar', 'senang']","['sanggar', 'senang']",sanggar senang
"aplikasi buruk,sering error dan lelet.",aplikasi buruksering error lelet,aplikasi buruksering error lelet,"['aplikasi', 'buruksering', 'error', 'lelet']","['aplikasi', 'buruksering', 'error', 'lelet']",aplikasi buruksering error lelet
bagus 👍👍,bagus,bagus,['bagus'],['bagus'],bagus
memang oke Shopee pay,memang shopee,memang shopee,"['memang', 'shopee']",['shopee'],shopee
APLIKASI BAGUS SANGAT MEMBANTU,aplikasi bagus sangat membantu,aplikasi bagus sangat membantu,"['aplikasi', 'bagus', 'sangat', 'membantu']","['aplikasi', 'bagus', 'membantu']",aplikasi bagus bantu
Shoppe ga ada dua nya bestt,shoppe bestt,shoppe bestt,"['shoppe', 'bestt']","['shoppe', 'bestt']",shoppe bestt
mantap shopepay,mantap shopepay,mantap shopepay,"['mantap', 'shopepay']","['mantap', 'shopepay']",mantap shopepay
Memang serba guna untuk apapun bisa bayar ini itu bisa,memang serba guna untuk apapun bisa bayar bisa,memang serba guna untuk apapun bisa bayar bisa,"['memang', 'serba', 'guna', 'untuk', 'apapun', 'bisa', 'bayar', 'bisa']","['serba', 'apapun', 'bayar']",serba apa bayar
mantepp,mantepp,mantap,['mantap'],['mantap'],mantap
koinya selalu banyak saran saya,koinya selalu banyak saran saya,koinya selalu banyak saran saya,"['koinya', 'selalu', 'banyak', 'saran', 'saya']","['koinya', 'saran']",koinya saran
Ini aplikasi engga jelas,aplikasi engga jelas,aplikasi tidak jelas,"['aplikasi', 'tidak', 'jelas']",['aplikasi'],aplikasi
cepat tanggap terhadap kebutuhan pelanggan,cepat tanggap terhadap kebutuhan pelanggan,cepat tanggap terhadap kebutuhan pelanggan,"['cepat', 'tanggap', 'terhadap', 'kebutuhan', 'pelanggan']","['cepat', 'tanggap', 'kebutuhan', 'pelanggan']",cepat tanggap butuh langgan
"udah 1000 Cara cairkan spayleter nya tetap Aja gak bisa, padahal akun saya sendiri, ribet banget peraturannya, pusing lah pokok nya",udah  cara cairkan spayleter tetap bisa padahal akun saya sendiri ribet banget peraturannya pusing pokok,sudah cara cairkan spayleter tetap bisa padahal akun saya sendiri ribet banget peraturannya pusing pokok,"['sudah', 'cara', 'cairkan', 'spayleter', 'tetap', 'bisa', 'padahal', 'akun', 'saya', 'sendiri', 'ribet', 'banget', 'peraturannya', 'pusing', 'pokok']","['cairkan', 'spayleter', 'akun', 'ribet', 'banget', 'peraturannya', 'pusing', 'pokok']",cair spayleter akun ribet banget atur pusing pokok
"shoope pay di blokir sepihak tanpa keterangan, masih ada saldonya pula 🌚🌚",shoope blokir sepihak tanpa keterangan masih saldonya pula,shoope blokir sepihak tanpa keterangan masih saldonya pula,"['shoope', 'blokir', 'sepihak', 'tanpa', 'keterangan', 'masih', 'saldonya', 'pula']","['shoope', 'blokir', 'keterangan', 'saldonya']",shoope blokir terang saldo
aplikasi ini sangat rekomend banget,aplikasi sangat rekomend banget,aplikasi sangat rekomend banget,"['aplikasi', 'sangat', 'rekomend', 'banget']","['aplikasi', 'rekomend', 'banget']",aplikasi rekomend banget
Shopee pay bdok,shopee bdok,shopee bdok,"['shopee', 'bdok']","['shopee', 'bdok']",shopee bdok
mantap shope pay,mantap shope,mantap shope,"['mantap', 'shope']","['mantap', 'shope']",mantap shope
aplikasi yang sangat membantu dalam pembayaran,aplikasi yang sangat membantu dalam pembayaran,aplikasi yang sangat membantu dalam pembayaran,"['aplikasi', 'yang', 'sangat', 'membantu', 'dalam', 'pembayaran']","['aplikasi', 'membantu', 'pembayaran']",aplikasi bantu bayar
apk ini sangat membantu jadi saya kasih bintang genap,sangat membantu jadi saya kasih bintang genap,sangat membantu jadi saya kasih bintang genap,"['sangat', 'membantu', 'jadi', 'saya', 'kasih', 'bintang', 'genap']","['membantu', 'kasih', 'bintang', 'genap']",bantu kasih bintang genap
aplikasi yg sangat mempermudah penggunanya,aplikasi sangat mempermudah penggunanya,aplikasi sangat mempermudah penggunanya,"['aplikasi', 'sangat', 'mempermudah', 'penggunanya']","['aplikasi', 'mempermudah', 'penggunanya']",aplikasi mudah guna
"Saya seller, dapat lagi masalah ny di aplikasi shopee. jadi sy baru ganti HP baru, otomatis semua data sy pindahin dong, termasuk akun shoppe dan sp pay ny. masa setelah di pindahkan hp baru, hasil penjualan jadi gak bisa di tarik lagi (dengan notif hal mencurigakan) kan aneh bikin parno (karna sering dengar kasusnya org, ntah kenapa dana hasil penjualan di bekuin di aplikasi) akhirnya chat cs dah, trs di cek in, infonya akun sy normal.tp ttp aj gak bisa narik dana penjualan. bintang satu deh",saya seller dapat lagi masalah aplikasi shopee jadi baru ganti baru otomatis semua data pindahin dong termasuk akun shoppe masa setelah pindahkan baru hasil penjualan jadi bisa tarik lagi dengan notif mencurigakan aneh bikin parno karna sering dengar kasusnya ntah kenapa dana hasil penjualan bekuin aplikasi akhirnya chat infonya akun normaltp bisa narik dana penjualan bintang satu,saya seller dapat lagi masalah aplikasi shopee jadi baru ganti baru otomatis semua data pindahin dong termasuk akun shoppe masa setelah pindahkan baru hasil penjualan jadi bisa tarik lagi dengan notif mencurigakan aneh bikin parno karena sering dengar kasusnya entah kenapa dana hasil penjualan bekuin aplikasi akhirnya chat infonya akun normaltp bisa menarik dana penjualan bintang satu,"['saya', 'seller', 'dapat', 'lagi', 'masalah', 'aplikasi', 'shopee', 'jadi', 'baru', 'ganti', 'baru', 'otomatis', 'semua', 'data', 'pindahin', 'dong', 'termasuk', 'akun', 'shoppe', 'masa', 'setelah', 'pindahkan', 'baru', 'hasil', 'penjualan', 'jadi', 'bisa', 'tarik', 'lagi', 'dengan', 'notif', 'mencurigakan', 'aneh', 'bikin', 'parno', 'karena', 'sering', 'dengar', 'kasusnya', 'entah', 'kenapa', 'dana', 'hasil', 'penjualan', 'bekuin', 'aplikasi', 'akhirnya', 'chat', 'infonya', 'akun', 'normaltp', 'bisa', 'menarik', 'dana', 'penjualan', 'bintang', 'satu']","['seller', 'aplikasi', 'shopee', 'ganti', 'otomatis', 'data', 'pindahin', 'akun', 'shoppe', 'pindahkan', 'hasil', 'penjualan', 'tarik', 'notif', 'mencurigakan', 'aneh', 'bikin', 'parno', 'dengar', 'kasusnya', 'dana', 'hasil', 'penjualan', 'bekuin', 'aplikasi', 'chat', 'infonya', 'akun', 'normaltp', 'menarik', 'dana', 'penjualan', 'bintang']",seller aplikasi shopee ganti otomatis data pindahin akun shoppe pindah hasil jual tarik notif curiga aneh bikin parno dengar kasus dana hasil jual bekuin aplikasi chat info akun normaltp tarik dana jual bintang
terbaik untuk di gunakan sangat bermanfaat,terbaik untuk gunakan sangat bermanfaat,terbaik untuk gunakan sangat bermanfaat,"['terbaik', 'untuk', 'gunakan', 'sangat', 'bermanfaat']","['terbaik', 'bermanfaat']",baik manfaat
josjiz,josjiz,josjiz,['josjiz'],['josjiz'],josjiz
"ada bonusnya setiap belanja ,makasih y",bonusnya setiap belanja makasih,bonusnya setiap belanja terima kasih,"['bonusnya', 'setiap', 'belanja', 'terima', 'kasih']","['bonusnya', 'belanja', 'terima', 'kasih']",bonus belanja terima kasih
gampang buat jajan dll,gampang buat jajan,gampang buat jajan,"['gampang', 'buat', 'jajan']","['gampang', 'jajan']",gampang jajan
"ShopeePay sangat membantu penggunanya karena fitur fiturnya mudah dipahami, buat transaksi apapun dimanapun bisa, banyak discount, biaya tranfer kemanapun gratis admin,simpan uang di dompet shopeePay aman,",shopeepay sangat membantu penggunanya karena fitur fiturnya mudah dipahami buat transaksi apapun dimanapun bisa banyak discount biaya tranfer kemanapun gratis adminsimpan uang dompet shopeepay aman,shopeepay sangat membantu penggunanya karena fitur fiturnya mudah dipahami buat transaksi apapun dimanapun bisa banyak discount biaya tranfer kemanapun gratis adminsimpan uang dompet shopeepay aman,"['shopeepay', 'sangat', 'membantu', 'penggunanya', 'karena', 'fitur', 'fiturnya', 'mudah', 'dipahami', 'buat', 'transaksi', 'apapun', 'dimanapun', 'bisa', 'banyak', 'discount', 'biaya', 'tranfer', 'kemanapun', 'gratis', 'adminsimpan', 'uang', 'dompet', 'shopeepay', 'aman']","['shopeepay', 'membantu', 'penggunanya', 'fitur', 'fiturnya', 'mudah', 'dipahami', 'transaksi', 'apapun', 'dimanapun', 'discount', 'biaya', 'tranfer', 'kemanapun', 'gratis', 'adminsimpan', 'uang', 'dompet', 'shopeepay', 'aman']",shopeepay bantu guna fitur fiturnya mudah paham transaksi apa mana discount biaya tranfer mana gratis adminsimpan uang dompet shopeepay aman
kok pembayaran verkasi lama kali,pembayaran verkasi lama kali,pembayaran verkasi lama kali,"['pembayaran', 'verkasi', 'lama', 'kali']","['pembayaran', 'verkasi', 'kali']",bayar verkasi kali
"aplikasi sangat membantu, semoga tetap jaya",aplikasi sangat membantu semoga tetap jaya,aplikasi sangat membantu semoga tetap jaya,"['aplikasi', 'sangat', 'membantu', 'semoga', 'tetap', 'jaya']","['aplikasi', 'membantu', 'semoga', 'jaya']",aplikasi bantu moga jaya
aplikasi yang sangat membantu dalam proses pengajuan,aplikasi yang sangat membantu dalam proses pengajuan,aplikasi yang sangat membantu dalam proses pengajuan,"['aplikasi', 'yang', 'sangat', 'membantu', 'dalam', 'proses', 'pengajuan']","['aplikasi', 'membantu', 'proses', 'pengajuan']",aplikasi bantu proses aju
so far so good.,good,good,['good'],['good'],good
shoppepay sangat membantu 🧡🧡,shoppepay sangat membantu,shoppepay sangat membantu,"['shoppepay', 'sangat', 'membantu']","['shoppepay', 'membantu']",shoppepay bantu
semoga di acc untuk paylater dan spinjam nya,semoga untuk paylater spinjam,semoga untuk paylater spinjam,"['semoga', 'untuk', 'paylater', 'spinjam']","['semoga', 'paylater', 'spinjam']",moga paylater spinjam
keren game nya seru,keren game seru,keren game seru,"['keren', 'game', 'seru']","['keren', 'game', 'seru']",keren game seru
"[ CMXEZRZ8M ] dapat bonus 1jt penggunaan mudah, dapat diskon saat pembayaran",cmxezrzm dapat bonus penggunaan mudah dapat diskon saat pembayaran,cmxezrzm dapat bonus penggunaan mudah dapat diskon saat pembayaran,"['cmxezrzm', 'dapat', 'bonus', 'penggunaan', 'mudah', 'dapat', 'diskon', 'saat', 'pembayaran']","['cmxezrzm', 'bonus', 'penggunaan', 'mudah', 'diskon', 'pembayaran']",cmxezrzm bonus guna mudah diskon bayar
semeja. aplikasi. COD. muda. sekali. belanja. tapa. ribet,semeja aplikasi muda sekali belanja tapa ribet,semeja aplikasi muda sekali belanja tapa ribet,"['semeja', 'aplikasi', 'muda', 'sekali', 'belanja', 'tapa', 'ribet']","['semeja', 'aplikasi', 'muda', 'belanja', 'tapa', 'ribet']",meja aplikasi muda belanja tapa ribet
"kemaren saya berikan bintang 5, sekarang jadi 4, karena Minggu ini saya mengembalikan barang yg tidak sesuai dg deskripsi, sebanyak 2 pesanan dan satu pesanan sampai sekarang nggak jelas masalahnya",kemaren saya berikan bintang sekarang jadi karena minggu saya mengembalikan barang tidak sesuai deskripsi sebanyak pesanan satu pesanan sampai sekarang nggak jelas masalahnya,kemarin saya berikan bintang sekarang jadi karena minggu saya mengembalikan barang tidak sesuai deskripsi sebanyak pesanan satu pesanan sampai sekarang tidak jelas masalahnya,"['kemarin', 'saya', 'berikan', 'bintang', 'sekarang', 'jadi', 'karena', 'minggu', 'saya', 'mengembalikan', 'barang', 'tidak', 'sesuai', 'deskripsi', 'sebanyak', 'pesanan', 'satu', 'pesanan', 'sampai', 'sekarang', 'tidak', 'jelas', 'masalahnya']","['kemarin', 'bintang', 'minggu', 'mengembalikan', 'barang', 'sesuai', 'deskripsi', 'pesanan', 'pesanan']",kemarin bintang minggu kembali barang sesuai deskripsi pesan pesan
bagus sekali aplikasi nya,bagus sekali aplikasi,bagus sekali aplikasi,"['bagus', 'sekali', 'aplikasi']","['bagus', 'aplikasi']",bagus aplikasi
ubah pin susah amat,ubah susah amat,ubah susah amat,"['ubah', 'susah', 'amat']","['ubah', 'susah']",ubah susah
apli kasi nya bagus,apli kasi bagus,apli kasih bagus,"['apli', 'kasih', 'bagus']","['apli', 'kasih', 'bagus']",apli kasih bagus
kelazzz,kelazzz,kelazzz,['kelazzz'],['kelazzz'],kelazzz
